TEAM_ID,TEAM_ABBREVIATION,OPP_TEAM_ID,mp,fg%,usg%,fg%_max,ft_max,+/-_max,ts%_max,usg%_max,mp_opp,fg_opp,3p_opp,blk_opp,usg%_opp,fg_max_opp,fga_max_opp,3p%_max_opp,ft%_max_opp,stl_max_opp,blk_max_opp,pf_max_opp,pts_max_opp,games_count
1610612738,BOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
